mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_clf__max_depth,param_clf__n_estimators,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
0.6364655494689941,0.008414618003040263,0.2858615716298421,0.006013440651221024,3,100,"{'clf__max_depth': 3, 'clf__n_estimators': 100}",0.8025210084033614,0.8185654008438819,0.8143459915611815,0.8118108002694749,0.006790975794416012,34
0.8453821341196696,0.025149968499470543,0.3637438615163167,0.07077003767226504,3,150,"{'clf__max_depth': 3, 'clf__n_estimators': 150}",0.8109243697478992,0.8185654008438819,0.8059071729957806,0.8117989811958539,0.005204574395169529,35
1.287760575612386,0.1813925283742225,0.3125722408294678,0.04161632876880586,3,200,"{'clf__max_depth': 3, 'clf__n_estimators': 200}",0.819327731092437,0.8185654008438819,0.7974683544303798,0.8117871621222328,0.010129708029328676,36
1.5669635931650798,0.21933092561744144,0.2908523877461751,0.012331123086510222,3,250,"{'clf__max_depth': 3, 'clf__n_estimators': 250}",0.819327731092437,0.8185654008438819,0.8059071729957806,0.8146001016440332,0.006154702441476354,32
1.5752776463826497,0.04277656824959791,0.3165956338246663,0.030632993557429995,3,300,"{'clf__max_depth': 3, 'clf__n_estimators': 300}",0.819327731092437,0.8185654008438819,0.8059071729957806,0.8146001016440332,0.006154702441476354,32
1.81086270014445,0.03436962473248311,0.44809889793395996,0.06914534977491035,3,350,"{'clf__max_depth': 3, 'clf__n_estimators': 350}",0.819327731092437,0.8227848101265823,0.810126582278481,0.8174130411658335,0.0053421101448703325,28
2.155573844909668,0.13996694839253104,0.5943859418233236,0.0067792751570440795,3,400,"{'clf__max_depth': 3, 'clf__n_estimators': 400}",0.819327731092437,0.8227848101265823,0.810126582278481,0.8174130411658335,0.0053421101448703325,28
2.847705920537313,0.02075412983796429,0.5486817359924316,0.03821260745734825,3,450,"{'clf__max_depth': 3, 'clf__n_estimators': 450}",0.819327731092437,0.8227848101265823,0.810126582278481,0.8174130411658335,0.0053421101448703325,28
2.9508002599080405,0.17279001235826102,0.46904190381368,0.015543015139041301,3,500,"{'clf__max_depth': 3, 'clf__n_estimators': 500}",0.819327731092437,0.8185654008438819,0.810126582278481,0.8160065714049333,0.004169411704894204,31
1.025781472524007,0.10265222143099231,0.40696295102437335,0.02216578734038547,4,100,"{'clf__max_depth': 4, 'clf__n_estimators': 100}",0.8235294117647058,0.8312236286919831,0.8185654008438819,0.8244394804335237,0.005207613132077823,21
1.2111210823059082,0.07068276877550118,0.31285738945007324,0.05097146392255145,4,150,"{'clf__max_depth': 4, 'clf__n_estimators': 150}",0.8235294117647058,0.8312236286919831,0.8143459915611815,0.8230330106726235,0.006899201369864901,26
1.4418197472890217,0.1290627789076604,0.38660311698913574,0.07513450312066663,4,200,"{'clf__max_depth': 4, 'clf__n_estimators': 200}",0.8235294117647058,0.8312236286919831,0.8185654008438819,0.8244394804335237,0.005207613132077823,21
1.57223375638326,0.06781351277878099,0.4206349849700928,0.10714438142952516,4,250,"{'clf__max_depth': 4, 'clf__n_estimators': 250}",0.819327731092437,0.8312236286919831,0.8143459915611815,0.8216324504485338,0.007080369917950562,27
1.9201325575510662,0.034243503653659496,0.4825758139292399,0.04363091435880835,4,300,"{'clf__max_depth': 4, 'clf__n_estimators': 300}",0.819327731092437,0.8312236286919831,0.8185654008438819,0.823038920209434,0.005795824736261964,24
2.1687681674957275,0.01880151854254742,0.49002766609191895,0.08697794024440947,4,350,"{'clf__max_depth': 4, 'clf__n_estimators': 350}",0.819327731092437,0.8312236286919831,0.8185654008438819,0.823038920209434,0.005795824736261964,24
2.514559586842855,0.11656717875082995,0.5112009048461914,0.023764533596175814,4,400,"{'clf__max_depth': 4, 'clf__n_estimators': 400}",0.8235294117647058,0.8312236286919831,0.8227848101265823,0.8258459501944238,0.003814723879671851,17
2.759688138961792,0.10420905331352516,0.4046649932861328,0.00758056437273713,4,450,"{'clf__max_depth': 4, 'clf__n_estimators': 450}",0.8235294117647058,0.8312236286919831,0.8227848101265823,0.8258459501944238,0.003814723879671851,17
3.1391722361246743,0.13313647199954068,0.42883046468098956,0.0469158438160268,4,500,"{'clf__max_depth': 4, 'clf__n_estimators': 500}",0.8235294117647058,0.8312236286919831,0.8185654008438819,0.8244394804335237,0.005207613132077823,21
0.9193720817565918,0.05283907802622712,0.36328593889872235,0.06194469301110633,5,100,"{'clf__max_depth': 5, 'clf__n_estimators': 100}",0.8235294117647058,0.8396624472573839,0.8270042194092827,0.8300653594771242,0.006932851382522248,4
1.09394105275472,0.1561652224859893,0.3198103109995524,0.022101997712735875,5,150,"{'clf__max_depth': 5, 'clf__n_estimators': 150}",0.819327731092437,0.8396624472573839,0.8270042194092827,0.8286647992530346,0.00838424373215796,9
1.3539639314015706,0.05593348041459113,0.3279876708984375,0.034322509062541424,5,200,"{'clf__max_depth': 5, 'clf__n_estimators': 200}",0.819327731092437,0.8438818565400844,0.8270042194092827,0.8300712690139348,0.010256099456185379,3
1.6559022267659504,0.2748411134336759,0.39963658650716144,0.10990583752285421,5,250,"{'clf__max_depth': 5, 'clf__n_estimators': 250}",0.819327731092437,0.8396624472573839,0.8270042194092827,0.8286647992530346,0.00838424373215796,9
1.8113259474436443,0.08416613432008843,0.6157193978627523,0.04850892294112234,5,300,"{'clf__max_depth': 5, 'clf__n_estimators': 300}",0.819327731092437,0.8396624472573839,0.8270042194092827,0.8286647992530346,0.00838424373215796,9
